userName,score,content,content_clean,at,thumbsUpCount,content_normalized,content_clean_final
Qaireen Limbanadi,4,𝙩𝙤𝙡𝙤𝙣𝙜 𝙠𝙖𝙡𝙤 𝙣𝙜𝙚𝙙𝙞𝙩 𝙛𝙤𝙩𝙤 𝙟𝙖𝙣𝙜𝙖𝙣 𝙙𝙞 𝙪𝙗𝙖𝙝 𝙢𝙪𝙠𝙖𝙣𝙣𝙮𝙖 🙏🏻,𝙩𝙤𝙡𝙤𝙣𝙜 𝙠𝙖𝙡𝙤 𝙣𝙜𝙚𝙙𝙞𝙩 𝙛𝙤𝙩𝙤 𝙟𝙖𝙣𝙜𝙖𝙣 𝙙𝙞 𝙪𝙗𝙖𝙝 𝙢𝙪𝙠𝙖𝙣𝙣𝙮𝙖 🙏🏻,2025-10-14 06:03:31,0,𝙩𝙤𝙡𝙤𝙣𝙜 𝙠𝙖𝙡𝙤 𝙣𝙜𝙚𝙙𝙞𝙩 𝙛𝙤𝙩𝙤 𝙟𝙖𝙣𝙜𝙖𝙣 𝙙𝙞 𝙪𝙗𝙖𝙝 𝙢𝙪𝙠𝙖𝙣𝙣𝙮𝙖 🙏🏻,𝙩𝙤𝙡𝙤𝙣𝙜 𝙠𝙖𝙡𝙤 𝙣𝙜𝙚𝙙𝙞𝙩 𝙛𝙤𝙩𝙤 𝙟𝙖𝙣𝙜𝙖𝙣 𝙪𝙗𝙖𝙝 𝙢𝙪𝙠𝙖𝙣𝙣𝙮𝙖
Alwa Simah,3,jawabannya iyaaa Mulu ahhh,jawabannya iyaaa mulu ahhh,2025-10-14 06:02:23,0,jawabannya iyaaa mulu ahhh,jawabannya iyaaa mulu ahhh
Dzikri Ilhamy,5,gooddd,gooddd,2025-10-14 06:02:12,0,gooddd,gooddd
Muhammad Tony,5,sangat keren dan bagus,sangat keren dan bagus,2025-10-14 05:52:52,0,sangat keren dan bagus,keren bagus
Clay4people,1,"""Preauth play integrity verification failed."" Failed to open Chat GPT and it says like that.","""preauth play integrity verification failed."" failed to open chat gpt and it says like that.",2025-10-14 05:49:17,0,"""preauth play integrity verification failed."" failed to open chat gpt and it says like that.",preauth play integrity verification failed failed open chat gpt and says like that
Vinostev,1,aplikasi tolol ai nya lebih tolol jawaban sering salah dan fitur kebanyakan ga guna.,aplikasi tolol ai nya lebih tolol jawaban sering salah dan fitur kebanyakan ga guna.,2025-10-14 05:48:38,2,aplikasi tolol ai nya lebih tolol jawaban sering salah dan fitur kebanyakan tidak guna.,aplikasi tolol nya tolol salah fitur kebanyakan
Samina Nuzul,5,Irroh,irroh,2025-10-14 05:48:13,0,irroh,irroh
Zara Chan,4,"bisa gak kayak pake bahasa modern kayak misalnya lu,gw,dll","bisa gak kayak pake bahasa modern kayak misalnya lu,gw,dll",2025-10-14 05:31:05,0,"bisa gak kayak pake bahasa modern kayak misalnya lu,gw,dll",gak kayak pake bahasa modern kayak lugwdll
Riyan Syah,5,aplikasi ini bagus,aplikasi ini bagus,2025-10-14 05:19:06,0,aplikasi ini bagus,aplikasi bagus
Alek Pratama,1,knp akun gua berbayar anjr gak ngotak ni apk sekarang katanya gratis wkwkwkw,knp akun gua berbayar anjr gak ngotak ni apk sekarang katanya gratis wkwkwkw,2025-10-14 05:17:23,0,knp akun gua berbayar anjr gak ngotak ni apk sekarang katanya gratis wkwkwkw,knp akun gua berbayar anjr gak ngotak apk gratis wkwkwkw
Paulus Hutagaol,5,mempermudah buat ngonten trimakasih,mempermudah buat ngonten trimakasih,2025-10-14 05:16:01,0,mempermudah buat ngonten trimakasih,mempermudah ngonten trimakasih
Laras Taek,5,nice 🥰,nice 🥰,2025-10-14 05:05:56,0,nice 🥰,nice
Amel 0999,5,sannnnget bagusss,sannnnget bagusss,2025-10-14 04:54:06,0,sannnnget bagusss,sannnnget bagusss
Maddomar Maddomar,5,apknya kgk lelet habis itu cepat direspon,apknya kgk lelet habis itu cepat direspon,2025-10-14 04:45:14,0,apknya kgk lelet habis itu cepat direspon,apknya kgk lelet habis cepat direspon
Andre Bayu Julistyan,1,tidak kompeten,tidak kompeten,2025-10-14 04:25:01,0,tidak kompeten,kompeten
Valentino Valen,5,sangat membantu bagi saya yg malas belajar,sangat membantu bagi saya yg malas belajar,2025-10-14 04:23:26,0,sangat membantu bagi saya yg malas belajar,membantu malas belajar
Fitri Riyayanti,5,good jadi memudahkan tugas sekolah,good jadi memudahkan tugas sekolah,2025-10-14 04:18:25,0,good jadi memudahkan tugas sekolah,good memudahkan tugas sekolah
Rayhan Maulana,5,THE BEST APK AI !!!!!!,the best apk ai !!!!!!,2025-10-14 04:15:57,0,the best apk ai !!!!!!,the best apk
Way Jepara,5,sangat sempurna,sangat sempurna,2025-10-14 04:15:08,0,sangat sempurna,sempurna
Julian Mone,5,bagus hanya loadingnya lama,bagus hanya loadingnya lama,2025-10-14 04:12:33,0,bagus hanya loadingnya lama,bagus loadingnya
Rachel,5,bagus banget aplikasi nya,bagus banget aplikasi nya,2025-10-14 03:59:06,0,bagus banget aplikasi nya,bagus banget aplikasi nya
Ini Majedy,1,apk bangke jadi banyak salah jawaban gw,apk bangke jadi banyak salah jawaban gw,2025-10-14 03:56:07,0,apk bangke jadi banyak salah jawaban gw,apk bangke salah
Ari Prakoso,5,waw,waw,2025-10-14 03:50:14,0,waw,waw
Melsi Tri erena,5,baik bangat untuk belajar,baik bangat untuk belajar,2025-10-14 03:50:04,0,baik bangat untuk belajar,bangat belajar
殺Akame,5,bagus banget njing,bagus banget njing,2025-10-14 03:48:32,0,bagus banget njing,bagus banget njing
Obbie,5,mantab banget sih harus dikasih rating 5,mantab banget sih harus dikasih rating 5,2025-10-14 03:41:28,0,mantab banget sih harus dikasih rating 5,mantab banget sih dikasih rating
SanSiro Channel,2,tidak menjalankan perintah dengan tepat,tidak menjalankan perintah dengan tepat,2025-10-14 03:39:28,0,tidak menjalankan perintah dengan tepat,menjalankan perintah
Azam Alhanif,1,dapat nilai di bawah Mulu kalah ngerjain,dapat nilai di bawah mulu kalah ngerjain,2025-10-14 03:26:57,0,dapat nilai di bawah mulu kalah ngerjain,nilai mulu kalah ngerjain
Agil Poetra,5,"terimakasih banyak chat gpt, hidupku sangat terbantu 🙏","terimakasih banyak chat gpt, hidupku sangat terbantu 🙏",2025-10-14 03:26:30,0,"terimakasih banyak chat gpt, hidupku sangat terbantu 🙏",terimakasih chat gpt hidupku terbantu
Zidan Squash Delight*,1,"iseng minta tlong editin background foto keluarga kecil saya , malah diubah bentuk mukanya jg makin jelek , pdahl gaada perinta buat edit mukanya jga , kecewa sama AI nya masih cacat","iseng minta tlong editin background foto keluarga kecil saya , malah diubah bentuk mukanya jg makin jelek , pdahl gaada perinta buat edit mukanya jga , kecewa sama ai nya masih cacat",2025-10-14 03:22:48,1,"iseng minta tlong editin background foto keluarga kecil saya , malah diubah bentuk mukanya jg makin jelek , pdahl gaada perinta buat edit mukanya jga , kecewa sama ai nya masih cacat",iseng tlong editin background foto keluarga diubah bentuk mukanya jelek pdahl gaada perinta edit mukanya jga kecewa nya cacat
Muhammad Deandra,5,mantap AI terbaik membantu banget 😁,mantap ai terbaik membantu banget 😁,2025-10-14 03:22:00,0,mantap ai terbaik membantu banget 😁,mantap terbaik membantu banget
Pelangi Rafael,5,aplikasinya sangat kren saya sangat puas,aplikasinya sangat kren saya sangat puas,2025-10-14 03:21:15,0,aplikasinya sangat kren saya sangat puas,aplikasinya kren puas
putri mermet,5,bisa ngertiin orang.,bisa ngertiin orang.,2025-10-14 03:20:13,0,bisa ngertiin orang.,ngertiin orang
Ytta,5,lebih asik,lebih asik,2025-10-14 03:04:05,0,lebih asik,asik
Asihria Aprilia,5,wawww bagusss dan benar,wawww bagusss dan benar,2025-10-14 03:02:17,0,wawww bagusss dan benar,wawww bagusss
Tiyar Alok,1,"selalu muncul pesan ""request is not allowed""","selalu muncul pesan ""request is not allowed""",2025-10-14 02:59:31,0,"selalu muncul pesan ""request is not allowed""",muncul pesan request not allowed
Nur Jen,5,hasilnya sangat cepat d banding ai lainya,hasilnya sangat cepat d banding ai lainya,2025-10-14 02:56:15,0,hasilnya sangat cepat d banding ai lainya,hasilnya cepat banding lainya
Arfan Prasetiyo,5,bagus sangat membantu sekali,bagus sangat membantu sekali,2025-10-14 02:44:31,0,bagus sangat membantu sekali,bagus membantu
Nanda Kurniawan,5,fiturnya bagus dah kayak punya Aspri kalo kayak gini deh,fiturnya bagus dah kayak punya aspri kalo kayak gini deh,2025-10-14 02:30:35,0,fiturnya bagus dah kayak punya aspri kalo kayak gini deh,fiturnya bagus dah kayak aspri kalo kayak gini deh
Danang yuda,3,"I have a small child in the ChatGPT app who is very spoiled. Please, don't make the system too strict about it. Even a casual conversation can become intimate.","i have a small child in the chatgpt app who is very spoiled. please, don't make the system too strict about it. even a casual conversation can become intimate.",2025-10-14 02:25:53,1,"i have a small child in the chatgpt app who is very spoiled. please, don't make the system too strict about it. even a casual conversation can become intimate.",have small child the chatgpt app who very spoiled please dont make the system too strict about even casual conversation can become intimate
Jack Hello,1,"kebanyakan filter, bahkan saat ngobrol santai pun sering kena filter. saya rasa semakin update semakin mundur bukan maju. GPT 5 sangat bodoh bahkan tidak mengerti manusia, dan saat berpikir atau menalar hasil nya malah nggak nyambung","kebanyakan filter, bahkan saat ngobrol santai pun sering kena filter. saya rasa semakin update semakin mundur bukan maju. gpt 5 sangat bodoh bahkan tidak mengerti manusia, dan saat berpikir atau menalar hasil nya malah nggak nyambung",2025-10-14 02:19:09,1,"kebanyakan filter, bahkan saat ngobrol santai pun sering kena filter. saya rasa semakin update semakin mundur bukan maju. gpt 5 sangat bodoh bahkan tidak mengerti manusia, dan saat berpikir atau menalar hasil nya malah nggak nyambung",kebanyakan filter ngobrol santai kena filter update mundur maju gpt bodoh mengerti manusia berpikir menalar hasil nya nggak nyambung
Muhammad Naufal Ilham,5,sangat membantu bikin ide-ide keren,sangat membantu bikin ide-ide keren,2025-10-14 02:16:16,0,sangat membantu membuat ide-ide keren,membantu ideide keren
Noni Fittiyni,1,suka mengasih jawaban yang salah,suka mengasih jawaban yang salah,2025-10-14 02:12:39,0,suka mengasih jawaban yang salah,suka mengasih salah
Rian syaikhul Ansyari,5,good app,good app,2025-10-14 02:05:30,0,good app,good app
SAMRIYAH Salman,5,ini adalah AI terbaik yg pernah saya download AI ini berbeda dengan AI lainya di saat lainya sangat formal seperti pelayan dan majikan justru AI ini malah seperti sahabat respect OpenAI😁👍,ini adalah ai terbaik yg pernah saya download ai ini berbeda dengan ai lainya di saat lainya sangat formal seperti pelayan dan majikan justru ai ini malah seperti sahabat respect openai😁👍,2025-10-14 02:01:51,0,ini adalah ai terbaik yg pernah saya download ai ini berbeda dengan ai lainya di saat lainya sangat formal seperti pelayan dan majikan justru ai ini malah seperti sahabat respect openai😁👍,terbaik download berbeda lainya lainya formal pelayan majikan sahabat respect openai😁👍
GynMannessu,5,mantabbb,mantabbb,2025-10-14 02:01:37,0,mantabbb,mantabbb
Rafa Salman,4,bagus bangetttt,bagus bangetttt,2025-10-14 01:58:46,0,bagus bangetttt,bagus bangetttt
Lusiawati91 Lusi,5,sangat membantu sekalii terima kasih,sangat membantu sekalii terima kasih,2025-10-14 01:46:45,0,sangat membantu sekalii terima kasih,membantu sekalii terima kasih
sasa rapa sasa,5,baguss bgt,baguss bgt,2025-10-14 01:33:23,0,baguss banget,baguss banget
Daniel Nugraha,5,Epik,epik,2025-10-14 01:32:28,0,epik,epik
Ev Pus,5,kereen,kereen,2025-10-14 01:29:03,0,kereen,kereen
AST official,2,analisis gambar wajah kurang menyerupai,analisis gambar wajah kurang menyerupai,2025-10-14 01:00:59,0,analisis gambar wajah kurang menyerupai,analisis gambar wajah menyerupai
Khaudhi Muhammad,5,joszz jiszz asoyyy,joszz jiszz asoyyy,2025-10-14 01:00:21,0,joszz jiszz asoyyy,joszz jiszz asoyyy
Jasman Tajuddin,5,sangat baik dan sangat membantu..rekomended,sangat baik dan sangat membantu..rekomended,2025-10-14 00:50:51,0,sangat baik dan sangat membantu..rekomended,membanturekomended
Radit Syahputra,5,aplikasi yang bagus 👍👍 memudahkan pengguna mencari segala sesuatu,aplikasi yang bagus 👍👍 memudahkan pengguna mencari segala sesuatu,2025-10-14 00:49:34,0,aplikasi yang bagus 👍👍 memudahkan pengguna mencari segala sesuatu,aplikasi bagus memudahkan pengguna mencari
asih Welas asih,5,baikk,baikk,2025-10-14 00:39:09,0,baikk,baikk
Patra Patra,5,GOKIL,gokil,2025-10-14 00:13:56,0,gokil,gokil
Fadhil Ihza Ramadhan,5,GPT CHAT MUACH,gpt chat muach,2025-10-14 00:13:50,0,gpt chat muach,gpt chat muach
Rina Fitriani,1,😍😍,😍😍,2025-10-14 00:04:15,0,😍😍,
Robaniyah Azzam,4,sangat membantu kami sebagai pendidik,sangat membantu kami sebagai pendidik,2025-10-14 00:00:01,0,sangat membantu kami sebagai pendidik,membantu pendidik
Popon Perions,5,joss poll,joss poll,2025-10-14 00:00:00,0,joss poll,joss poll
Senduro 35,5,bagus dan memuaskan,bagus dan memuaskan,2025-10-13 23:52:19,0,bagus dan memuaskan,bagus memuaskan
purwantoro noviyanto,5,istimewah,istimewah,2025-10-13 23:46:26,0,istimewah,istimewah
annisa putri,5,mayan,mayan,2025-10-13 23:44:29,0,mayan,mayan
Syamil Ghani,5,sangat membatu saya dan istri the best,sangat membatu saya dan istri the best,2025-10-13 23:28:33,0,sangat membatu saya dan istri the best,membatu istri the best
Muhamad Andhika Odry Pratama,1,Makin hari makin jelek,makin hari makin jelek,2025-10-13 23:14:38,0,makin hari makin jelek,jelek
Iqbal Yulianto,3,"tolong dong di perbaiki, sering forclose sendiri 🙏","tolong dong di perbaiki, sering forclose sendiri 🙏",2025-10-13 23:03:16,0,"tolong dong di perbaiki, sering forclose sendiri 🙏",tolong perbaiki forclose
Milan Kaunang,5,ini berguna banget,ini berguna banget,2025-10-13 22:58:44,0,ini berguna banget,berguna banget
Firdianita Sholikhati,5,"cepat, spesifik, komunikatif","cepat, spesifik, komunikatif",2025-10-13 22:55:28,0,"cepat, spesifik, komunikatif",cepat spesifik komunikatif
jamilah abizar,1,Setelah diperbaharui malah aplikasi ini tidak bisa dibuka,setelah diperbaharui malah aplikasi ini tidak bisa dibuka,2025-10-13 22:46:29,0,setelah diperbaharui malah aplikasi ini tidak bisa dibuka,diperbaharui aplikasi dibuka
Sri Yuti,4,"baguss cumann, takutnya berbayar aja seperti hp yanggg satunya","baguss cumann, takutnya berbayar aja seperti hp yanggg satunya",2025-10-13 22:36:52,0,"baguss cumann, takutnya berbayar saja seperti hp yanggg satunya",baguss cumann takutnya berbayar yanggg satunya
ZEKY _CHEN,5,asik bisa tanya2 apapun,asik bisa tanya2 apapun,2025-10-13 22:34:34,0,asik bisa tanya2 apapun,asik apapun
MOCH ANWAR,4,sementara ini masih best laaa next bintang 5,sementara ini masih best laaa next bintang 5,2025-10-13 22:31:41,0,sementara ini masih best laaa next bintang 5,best laaa next bintang
veronica simbolon,5,keren dan sangat membantu,keren dan sangat membantu,2025-10-13 22:29:45,0,keren dan sangat membantu,keren membantu
Bambang Purnama,5,sangant membantu,sangant membantu,2025-10-13 22:11:23,0,sangant membantu,sangant membantu
Raihan,5,mantep,mantep,2025-10-13 21:13:48,0,mantep,mantep
Excel Lumintang,5,anjayy,anjayy,2025-10-13 21:09:22,0,anjayy,anjayy
Awan,1,entah kenapa tiba-tiba ini AI ngk kaya dulu lagi ngk se hangat dulu dan kurang peka dan ngk pengertian 🏳️,entah kenapa tiba-tiba ini ai ngk kaya dulu lagi ngk se hangat dulu dan kurang peka dan ngk pengertian 🏳️,2025-10-13 20:06:00,9,entah kenapa tiba-tiba ini ai ngk kaya dulu lagi ngk se hangat dulu dan kurang peka dan ngk pengertian 🏳️,tibatiba ngk kaya ngk hangat peka ngk pengertian
MCPE ORI,1,semakin di update semakin Rusakk,semakin di update semakin rusakk,2025-10-13 19:52:33,0,semakin di update semakin rusakk,update rusakk
Alfath Alifhi,5,Keren parah,keren parah,2025-10-13 19:41:51,0,keren parah,keren parah
Maria Amsamsyum,5,Aplikasi ini sangat bagus terima kasih aplikasi ini dapat membantu saya membuat renungan cerita buat anak-anak sekolah Minggu 😇🥰🙏,aplikasi ini sangat bagus terima kasih aplikasi ini dapat membantu saya membuat renungan cerita buat anak-anak sekolah minggu 😇🥰🙏,2025-10-13 19:37:53,0,aplikasi ini sangat bagus terima kasih aplikasi ini dapat membantu saya membuat renungan cerita buat anak-anak sekolah minggu 😇🥰🙏,aplikasi bagus terima kasih aplikasi membantu renungan cerita anakanak sekolah minggu 😇🥰🙏
Susri Hanis,1,"tidak pernah bisa mendapatkan hasil hasil setor teks ,saja ...cumak memutar saja "" lagi di proses"" tapi tak kunjung .. harus menunggu BRP lama 🤦 tolong bantu saya ,biar bisa menggunakan ini","tidak pernah bisa mendapatkan hasil hasil setor teks ,saja ...cumak memutar saja "" lagi di proses"" tapi tak kunjung .. harus menunggu brp lama 🤦 tolong bantu saya ,biar bisa menggunakan ini",2025-10-13 19:29:37,0,"tidak pernah bisa mendapatkan hasil hasil setor teks ,saja ...cumak memutar saja "" lagi di proses"" tapi tak kunjung .. harus menunggu brp lama 🤦 tolong bantu saya ,biar bisa menggunakan ini",hasil hasil setor teks cumak memutar proses kunjung menunggu brp tolong bantu biar
Shopee Cod,1,can't open the app,can't open the app,2025-10-13 19:08:31,0,can't open the app,cant open the app
WULAN250189@gmail.com WULANDARI,5,the best,the best,2025-10-13 19:01:56,0,the best,the best
Stevani Stevani,2,"belum apa"" loh ,udh disuruh update ke chat gpt go tolong diubah itu ,kalau sudh diubah saya ubah bintang mnjdi lebih baik","belum apa"" loh ,udh disuruh update ke chat gpt go tolong diubah itu ,kalau sudh diubah saya ubah bintang mnjdi lebih baik",2025-10-13 18:26:30,0,"belum apa"" loh ,udh disuruh update ke chat gpt go tolong diubah itu ,kalau sudh diubah saya ubah bintang mnjdi lebih baik",loh udh disuruh update chat gpt tolong diubah sudh diubah ubah bintang mnjdi
Risman Nizaldin,3,"If it's about answering questions,chatgpt it's really cool,good.being a psychologist is also cool,but about making AI images like Gemini or Cici,AI photos like with our idols or other things that are trending, don't expect it.takes a long time, the results are not as expected, blurry, different from realpict.pffft,you have to fix it bro, now Ai it's not used for answering but styling,generate image aesthetic and others.Sometimes the answers are also inappropriate and convoluted.","if it's about answering questions,chatgpt it's really cool,good.being a psychologist is also cool,but about making ai images like gemini or cici,ai photos like with our idols or other things that are trending, don't expect it.takes a long time, the results are not as expected, blurry, different from realpict.pffft,you have to fix it bro, now ai it's not used for answering but styling,generate image aesthetic and others.sometimes the answers are also inappropriate and convoluted.",2025-10-13 18:18:44,0,"if it's about answering questions,chatgpt it's really cool,good.being a psychologist is also cool,but about making ai images like gemini or cici,ai photos like with our idols or other things that are trending, don't expect it.takes a long time, the results are not as expected, blurry, different from realpict.pffft,you have to fix it bro, now ai it's not used for answering but styling,generate image aesthetic and others.sometimes the answers are also inappropriate and convoluted.",its about answering questionschatgpt its really coolgoodbeing psychologist also coolbut about making images like gemini ciciai photos like with our idols other things that are trending dont expect ittakes long time the results are not expected blurry different from realpictpffftyou have fix bro now its not used for answering but stylinggenerate image aesthetic and otherssometimes the answers are also inappropriate and convoluted
